config_id,buffer_pool_size,cache_size,log_file_size,thread_concurrency,query_cache_size,metric_pages_read,metric_pages_written,metric_cache_hits,metric_cache_misses,metric_lock_wait_time,performance_latency_99th_percentile
7190,4096,2093,64,64,508,41018,24821,15178,3768,1.670834355,184.6470131
7191,16384,3029,256,8,736,43965,24704,15302,1471,2.053551893,307.9386248
7192,8192,4296,128,32,267,42193,25042,15497,3928,0.426755511,183.9094737
7193,2048,6815,64,32,658,40991,25040,15709,2115,1.55461035,214.5972577
7194,4096,3430,64,8,1408,41348,24885,15274,4518,0.738476101,292.1410743
7195,4096,3884,128,16,260,40730,24968,15361,2949,1.022381738,244.9356818
7196,2048,1146,128,32,848,40368,24808,15030,2566,0.762080067,206.6865839
7197,8192,6005,256,4,342,41938,24677,15828,3559,1.355423335,379.4204016
7198,8192,6204,256,8,273,42183,24938,15874,2718,0.1,284.8950579
7199,4096,5572,128,8,1830,40870,24940,15861,3642,0.488245454,293.3459757
7200,2048,2314,256,32,1523,40872,24912,15441,1079,0.1,194.6185799
7201,2048,1519,128,32,1201,40685,24876,15187,520,2.119816168,222.8317663
7202,2048,3424,128,8,712,40670,25051,15380,1368,0.249350278,292.3236997
7203,2048,4390,512,32,920,40288,24882,15521,2657,0.1,194.3549683
7204,4096,5718,128,8,1556,40843,24901,15555,1159,1.573307893,306.3538819
7205,1024,1837,64,8,638,40180,24689,15353,2650,1.200044974,323.9763022
7206,4096,5737,128,4,347,40877,25115,15704,1513,0.72672043,379.9138938
7207,4096,2775,256,8,1145,41086,24963,15314,612,0.840176001,295.9089881
7208,8192,7851,256,4,1751,42252,24788,15778,3720,0.176625895,370.7816149
7209,8192,7645,128,32,491,42182,24839,16025,4725,1.04566807,193.2055223
7210,16384,2397,64,4,324,44060,24891,15377,4871,1.17936191,374.1489942
7211,4096,1918,256,4,1302,41195,24879,15404,3013,0.832103253,384.2222479
7212,4096,1780,256,8,1956,40978,24885,15190,1218,1.324585359,307.3233632
7213,16384,2707,128,8,655,43921,25199,15285,997,1.431558084,289.6914379
7214,4096,6151,256,8,1538,41480,24813,15595,1586,1.008631493,297.7690213
7215,4096,4117,128,8,851,41335,24688,15444,2529,0.736224282,292.8131628
7216,4096,685,64,16,1706,41039,25092,15011,2561,1.91907226,262.2569589
7217,2048,1208,256,16,1600,40504,24782,15135,3704,1.217937025,247.3917559
7218,4096,2642,128,64,950,41039,24934,15168,3308,2.048387296,192.1891154
7219,4096,5730,64,32,1763,41146,24914,15706,4797,1.167851658,205.0819845
7220,2048,6040,128,8,527,40413,24894,15658,1615,0.526125087,299.5172539
7221,4096,7684,128,4,1493,41212,25088,16161,3926,1.36005682,381.6151984
7222,2048,1447,256,16,608,40181,25038,15042,4000,0.628947312,244.7380579
7223,4096,5791,256,16,1910,41323,24767,15558,4027,1.387831898,242.3963746
7224,8192,3826,256,16,1188,42200,24870,15609,2618,1.078624987,238.0885283
7225,1024,1702,512,16,204,40343,24837,15286,4714,0.456008495,251.8298944
7226,2048,1776,256,16,1478,40176,24696,15255,1097,1.085469779,253.6843373
7227,4096,7538,128,2,745,41238,24983,16183,2234,0.742803733,498.6386586
7228,2048,4318,512,64,1776,40401,24800,15378,1843,0.267448338,171.9938534
7229,2048,4282,64,2,398,40650,24924,15679,862,1.972970873,522.9036568
7230,4096,3034,128,16,1983,40810,24693,15495,3592,0.181817429,230.8302338
7231,4096,7973,128,32,1797,41281,24757,16207,439,0.23319711,190.5065532
7232,4096,5255,64,4,637,40663,24895,15581,1733,0.1,382.797566
7233,2048,4320,128,16,404,40386,24976,15388,3704,1.918366989,267.2014162
7234,4096,642,128,64,2000,40915,24996,14902,1058,1.405505191,175.113679
7235,16384,7967,256,8,278,44044,24963,16133,3798,1.143190072,288.8251645
7236,2048,614,128,64,1665,40548,24846,15208,1704,1.083455562,183.6249334
7237,4096,6958,128,16,1805,41169,25128,15910,3057,0.92839842,237.40051
7238,2048,701,64,8,1791,40699,24797,15206,596,1.273337271,312.9626554
7239,8192,7778,64,16,1121,42136,24858,16125,3186,0.436602996,223.2140992
7240,4096,2353,64,8,558,41478,24826,15113,4045,0.236393723,284.2086462
7241,4096,7910,256,16,1369,40974,24705,15950,3385,0.30989396,228.0091438
7242,2048,5613,128,4,2023,40732,24979,15657,2286,1.100332804,387.38475
7243,4096,3485,256,1,552,40855,24982,15166,2386,0.593634487,657.7528879
7244,2048,2742,128,32,1007,40433,24898,15487,3524,1.367016256,208.0047749
7245,4096,647,256,8,612,41290,25010,15103,737,1.400510009,307.4673163
7246,4096,6992,256,8,781,40797,24986,15737,1337,0.91780704,301.6140144
7247,16384,6619,256,8,1534,43973,24910,15759,4129,0.569368065,280.3428697
7248,4096,7565,64,16,1304,41235,24951,16058,2055,0.70834345,234.3867677
7249,2048,6625,64,4,1824,40584,24948,15961,2638,1.347744246,394.8589883
7250,2048,3663,64,32,1882,40669,25176,15383,2649,1.962427169,223.4059356
7251,4096,4578,128,4,1471,41008,24883,15577,2269,1.29410876,384.6508801
7252,4096,7056,256,2,1747,40926,24783,15767,1403,0.698143952,486.5440444
7253,1024,7092,128,8,1361,40415,24942,15877,4588,1.210623438,324.0278899
7254,8192,6959,128,2,1485,42170,25262,15645,1819,0.531815225,477.7340633
7255,4096,1741,128,8,890,40993,25011,15157,761,0.250889631,284.2639976
7256,4096,5767,128,8,1090,41097,25003,15534,898,0.540945656,295.7689749
7257,4096,1580,128,4,24,41125,24871,15137,3465,0.556266854,367.4242272
7258,4096,1917,256,8,10,40591,24899,15243,1107,1.218006384,304.4093801
7259,4096,4496,64,8,1224,41389,24927,15687,2512,1.11015191,300.2459974
7260,8192,7661,64,2,935,41761,24973,16237,3625,1.507810026,501.1945673
7261,8192,3783,128,8,384,42128,24930,15512,1121,1.229237418,294.1348151
7262,1024,720,256,1,1821,40113,24676,14890,4175,1.758855076,692.5246024
7263,8192,4085,64,32,1355,42298,24824,15331,1785,1.059996294,199.5598733
7264,4096,7875,512,8,448,40959,24730,15777,3986,1.165267087,294.2294137
7265,4096,3220,256,32,1885,40929,24906,15480,1149,2.036304327,216.2264272
7266,4096,2448,64,4,559,40886,24769,15025,2919,1.185657096,389.7740005
7267,4096,4887,128,8,627,41057,25098,15584,2999,0.688199297,294.2316766
7268,4096,8103,512,8,1483,41031,24773,15899,622,1.112406331,305.5196163
7269,4096,1977,256,32,340,40692,24709,15305,4943,1.722743363,215.4288394
7270,4096,4600,64,1,663,40886,25063,15542,3424,1.69664037,666.75777
7271,4096,1201,128,8,1096,41185,24991,15197,1940,0.619868452,301.0831073
7272,4096,1759,64,8,1602,41061,25076,15184,362,0.933783445,298.802794
7273,2048,622,64,4,167,40607,24930,15076,3109,1.278446101,393.2210982
7274,8192,3152,128,4,123,41981,24872,15367,3512,0.796154468,365.3732828
7275,4096,6603,64,64,661,40967,25291,15796,2142,1.960648538,185.9863188
7276,4096,6145,256,8,508,41099,24868,15785,2484,1.610258293,313.8208108
7277,16384,7262,128,4,1869,43788,25030,15961,1669,0.889226922,365.2773117
7278,2048,1797,128,2,761,40397,24963,15318,3139,1.397382203,505.3218587
7279,4096,3281,256,8,473,41029,24975,15253,2305,0.863090648,299.6737754
7280,4096,5383,128,8,1341,40809,25219,15857,4059,0.91193191,300.9122058
7281,4096,7828,128,2,13,40900,24715,15976,626,0.680054338,496.7469111
7282,1024,5134,256,32,993,40268,24805,15734,3248,0.1,204.1549729
7283,4096,6395,256,4,1795,40697,24916,15869,1484,2.18574873,398.0617172
7284,8192,4118,128,16,1585,41934,24923,15447,4375,1.365425546,237.9942873
7285,4096,5630,128,8,1779,40967,25022,15776,1041,1.474766593,303.2325338
7286,16384,5850,256,8,1107,44166,24735,15814,834,0.954834675,284.4312782
7287,1024,4422,256,64,862,40005,25085,15531,4250,1.377365264,188.2555546
7288,8192,4271,256,16,1502,41812,24846,15582,977,0.969786687,235.3891707
7289,4096,874,64,2,1541,40755,24926,15172,4691,0.807119837,503.7165712
7290,8192,1682,512,32,1057,41928,24991,15246,3786,2.125555631,208.5196244
7291,4096,3840,256,8,1336,41192,25002,15463,3976,1.147509136,306.9345696
7292,4096,5904,256,4,1883,41113,24715,15630,4378,1.248652229,387.255137
7293,4096,4236,64,1,1733,41272,25175,15423,2792,0.57725097,647.8278367
7294,1024,6830,128,4,112,40531,25164,15810,1738,0.575618454,397.8748335
7295,8192,5148,256,8,1143,42344,24859,15743,3079,0.95459414,294.1394544
7296,8192,7124,512,2,913,41925,25076,16001,1569,1.270346509,488.1441507
7297,2048,5924,128,2,1716,40552,24850,15571,1114,0.59405981,503.630058
7298,4096,6039,128,4,1811,41060,25032,15695,1785,1.121402583,380.1783004
7299,4096,7112,128,4,187,40666,24823,16114,4547,0.867252395,381.341263
7300,4096,7482,128,16,157,40884,24686,15921,1409,0.131597547,232.7207043
7301,4096,6551,256,8,1559,40959,24988,15666,4150,1.808436965,305.5582112
7302,4096,7742,128,8,416,41416,24951,15866,1066,0.730583386,294.8623954
7303,4096,4760,128,4,1458,40903,25094,15626,3309,0.877388015,376.4404168
7304,1024,563,128,8,744,39987,24835,15197,2869,0.761001063,313.4611463
7305,16384,7900,128,1,1352,43955,24895,15887,4743,0.778848773,640.9394122
7306,1024,3185,256,8,760,39970,24780,15455,1963,1.880358285,331.8850782
7307,2048,4740,64,16,217,40824,24762,15624,1967,0.460747132,240.715544
7308,4096,8074,256,4,1011,41023,24980,15881,3065,0.404981103,374.613839
7309,1024,3496,128,2,1832,40363,24841,15636,2717,0.702995478,510.213847
7310,16384,4690,64,4,449,43869,25249,15541,4719,1.832486511,382.1724865
7311,2048,3928,256,8,740,40451,24843,15560,1851,1.225703869,310.1649229
7312,4096,982,256,32,1216,41139,24589,15105,3107,1.561153887,207.8978429
7313,16384,785,256,4,1850,44166,25133,15247,3423,1.526575245,377.829273
7314,4096,1867,256,16,314,41041,24831,15225,3175,0.587063611,239.9274729
7315,4096,7870,128,8,812,40890,25000,15778,2746,0.396465216,295.1579399
7316,4096,5328,128,8,1333,40675,24776,15817,1615,0.1,282.7288624
7317,4096,5512,128,32,1149,41075,25035,15658,877,0.730646819,194.567277
7318,1024,7998,256,8,502,40287,24930,15908,3028,0.111685644,305.0291208
7319,16384,2961,64,32,174,43750,25107,15393,877,0.251052137,181.0338869
7320,4096,1220,256,32,909,41112,24768,15172,4131,0.878257079,200.8677101
7321,4096,3477,64,32,1519,40926,24688,15644,2611,1.229511648,205.2640945
7322,8192,2472,64,4,1147,41845,25115,15417,3951,1.218017482,374.6641048
7323,4096,3482,128,16,1879,40710,24729,15469,1299,1.350656882,244.2052625
7324,8192,2162,64,8,871,41933,25014,15232,813,1.581833657,296.7680469
7325,16384,7777,128,16,1044,44062,24916,15836,2619,1.07405305,231.2626862
7326,4096,5869,128,32,78,40962,24960,15731,1700,1.907205854,208.8474411
7327,8192,6669,256,8,137,41892,25136,15772,681,1.671984906,300.9458572
7328,4096,5602,256,8,1196,41080,24796,15632,729,0.478638273,294.6911977
7329,2048,841,128,2,975,40846,24895,15231,2050,0.984454479,506.7195703
7330,4096,5307,512,1,575,40782,24722,15899,4119,0.879539366,655.9838741
7331,2048,3230,64,8,1469,40715,24990,15383,1317,1.038844476,296.4617142
7332,2048,3345,512,4,761,40755,24916,15509,676,1.618127005,397.3654662
7333,8192,949,512,64,1406,42188,24904,15122,3687,1.172236879,169.4467448
7334,4096,3768,256,4,1793,41060,25181,15349,4327,1.847877932,394.32333
7335,4096,4295,128,8,289,41126,24914,15669,2643,1.324198809,306.377018
7336,2048,3282,256,16,663,40725,24711,15339,1006,1.199375969,257.048922
7337,8192,5926,256,4,1844,41689,24600,15895,4237,0.948486811,373.8627229
7338,4096,4340,128,8,820,40802,24916,15605,4052,0.862199157,297.3491628
7339,8192,6238,64,8,1586,41989,24850,15888,3498,0.582625779,283.6728518
7340,4096,7203,256,4,1508,41054,24932,15904,2768,0.130342074,372.4787751
7341,2048,1531,128,32,878,40417,25105,15062,1183,2.173437581,225.7339444
7342,16384,7010,128,32,1882,44086,25079,15860,2381,2.410111169,203.5632139
7343,4096,5924,64,4,522,41064,24809,15793,2725,1.042985513,381.2900171
7344,8192,1750,256,8,300,41870,25106,15233,576,1.764221017,302.6841706
7345,16384,4233,64,8,1965,44064,24951,15628,2206,1.407066115,296.0651596
7346,2048,3430,256,16,783,40677,24984,15293,1626,0.633112939,245.7381348
7347,8192,5494,128,16,556,42236,24995,15788,3980,1.126393897,235.7031623
7348,8192,2945,256,2,848,42176,24887,15446,1194,0.546800672,486.2709268
7349,16384,1243,128,32,1781,44179,24922,15243,861,0.964406668,188.1243682
7350,2048,4715,256,4,572,40632,24893,15697,4309,0.55212493,381.3569056
7351,2048,2228,256,16,1828,40446,24820,15137,1598,1.023424792,254.2936835
7352,8192,4200,256,8,1442,41926,24909,15442,4467,1.10445773,296.2754372
7353,2048,5768,512,4,504,40821,24832,15719,3975,1.381143936,390.6148139
7354,2048,1454,256,1,1689,40180,24685,15190,1773,1.828506832,678.0206305
7355,2048,2687,64,32,1666,40546,25010,15195,2122,0.56293267,197.9386953
7356,8192,2303,128,16,457,42162,24983,15126,860,1.376153901,235.121305
7357,16384,5491,128,4,1111,44148,25016,15524,2448,1.672493499,382.4989429
7358,4096,5784,128,8,4,40973,24735,15801,961,0.469329944,291.9751105
7359,4096,2113,128,32,1625,41122,24911,15484,1290,0.789900902,201.1702807
7360,4096,1205,64,16,1943,41018,24875,15085,1962,1.275889078,249.0783008
7361,8192,805,64,16,324,42092,24930,15230,2558,1.213797251,235.4572468
7362,1024,1896,256,4,469,40113,24692,15190,3744,0.1,384.3875347
7363,4096,5604,64,2,840,40903,25069,15678,3187,1.260734234,502.1970623
7364,4096,4137,64,1,1710,41000,25097,15424,4772,1.091603145,665.5111321
7365,2048,6608,256,2,936,40244,24917,15788,2212,1.003500273,505.0552601
7366,4096,2624,64,32,1380,41132,25150,15560,1161,1.273946754,200.4151611
7367,2048,7723,256,64,585,40527,24963,16169,2674,1.973448221,193.7509015
7368,4096,3299,64,32,917,41167,24832,15414,4430,0.1,182.8166415
7369,2048,4634,256,16,1583,40507,25138,15671,3042,0.798284825,249.525569
7370,2048,1957,256,16,144,40328,25021,15344,1969,0.703693749,245.1054808
7371,4096,4171,64,8,1059,41252,24799,15654,2967,0.33283102,296.7955817
7372,1024,5270,128,32,25,40318,25011,15693,604,0.463611102,213.352239
7373,8192,5118,512,2,878,42075,24989,15565,4107,0.866189998,486.6983821
7374,8192,3292,256,32,1583,42154,24944,15461,3025,0.990612187,186.8033852
7375,8192,5225,256,2,222,42087,24854,15621,2421,1.228287612,486.470971
7376,2048,7354,128,8,2037,40570,24916,15987,3646,1.01398149,306.5313931
7377,1024,953,128,8,1231,40192,24707,15293,1082,0.360394473,306.9773922
7378,4096,6941,256,8,1860,40899,24558,16112,3152,1.373187484,304.7255808
7379,4096,1745,256,32,1945,41130,24643,15115,4569,1.312303549,203.2267568
7380,2048,802,256,4,951,40170,24586,15072,3511,1.274880883,389.733531
7381,1024,4066,256,64,742,40267,25048,15760,737,1.267500275,191.5914235
7382,8192,2934,128,16,695,42196,24987,15611,4553,0.737866658,229.3803786
7383,2048,5422,128,64,1054,40304,25120,15771,1337,1.487860413,183.5796891
7384,4096,1527,128,16,1842,41315,25217,14985,675,0.923340276,233.9455426
7385,4096,7652,64,8,178,40779,24815,15977,2841,1.723257498,314.047087
7386,16384,977,64,8,844,43814,24618,15277,4180,0.751878819,279.1232457
7387,2048,7304,256,4,868,40712,24807,15891,2451,0.371077658,377.9053499
7388,4096,5098,64,32,733,40924,24671,15796,3411,0.570780356,195.436568
7389,8192,7527,128,4,1343,41876,24860,16013,508,1.79579641,384.8667925
7390,1024,7532,64,8,724,40218,25031,15835,2951,0.780643627,316.2371142
7391,1024,4510,64,8,1034,40543,24713,15288,3418,0.230061941,306.6911337
7392,8192,5557,128,1,821,42215,24817,15597,1306,0.400879436,640.9635211
7393,8192,1905,128,8,1071,42186,25146,15305,749,0.919780484,287.2731255
7394,4096,7153,128,8,455,40969,24931,16054,3331,2.125593328,313.0043459
7395,8192,2246,64,4,134,41940,24904,15424,3324,0.19399136,358.8663179
7396,8192,926,128,64,963,41729,24964,15197,4617,1.187822814,170.0066588
7397,8192,7495,128,32,1450,42075,24922,15977,4432,1.13519603,193.635853
7398,2048,1166,128,16,975,40223,25182,15207,2406,0.869871728,246.6237926
7399,16384,4617,256,32,1535,44263,24549,15789,664,1.190617841,187.9019642
7400,2048,6954,256,8,797,40191,24767,15912,4491,1.370628506,306.3598798
7401,4096,7611,512,8,813,41094,24858,15804,3608,0.561348622,288.2583006
7402,4096,3242,256,4,566,41214,24849,15271,3853,1.129372267,386.3331613
7403,4096,1206,64,1,324,41007,24816,15454,668,0.502152315,657.4960866
7404,4096,956,256,16,918,40920,24628,15216,2703,1.642435166,245.1946156
7405,2048,3341,512,32,438,40578,24560,15560,3201,1.110793473,209.5697551
7406,4096,3956,128,1,557,40844,24734,15549,3932,1.566053189,673.5333534
7407,2048,5144,128,1,378,40781,24847,15741,2599,1.521525837,673.5426929
7408,8192,7676,512,8,1542,42039,24753,15894,4142,0.969040568,283.0533577
7409,8192,558,256,1,970,41950,24911,15089,1038,0.711088935,643.2182397
7410,16384,6977,64,8,1725,44648,24884,15611,2723,1.388205003,289.2856415
7411,8192,2837,64,4,760,42252,24954,15591,4701,1.168463415,376.785666
7412,4096,7990,256,8,379,41132,24563,16303,2816,1.088493767,301.2396716
7413,16384,7624,64,2,558,44100,25080,15939,2834,1.461574715,492.3228533
7414,4096,678,512,8,580,40740,24811,15053,883,1.069901025,299.705639
7415,8192,3861,256,8,1746,42271,25243,15425,3285,1.423503618,302.2677636
7416,8192,6551,128,8,263,41880,25086,15738,572,0.85798939,295.3837425
7417,16384,5799,256,8,285,44288,24965,15731,1026,1.461142673,288.741947
7418,8192,5419,128,4,201,41640,24862,15787,4650,0.45046945,371.7199456
7419,4096,3433,128,4,1216,41084,24754,15434,4172,0.993682624,384.5422761
7420,2048,688,128,32,443,40368,25116,15128,875,0.880754803,203.0846412
7421,4096,5420,256,4,1694,41198,24962,15701,572,1.191275206,382.2720975
7422,2048,6514,128,16,393,40654,25107,15963,3553,1.030091021,247.7798385
7423,2048,6623,64,16,1221,40784,24927,15920,4646,0.872228333,241.1674545
7424,8192,7114,64,8,1762,42299,24826,15831,2786,1.07766214,290.4745155
7425,1024,5145,64,32,1280,40128,24912,15617,3951,0.779967255,218.7555738
7426,2048,6700,512,8,2034,40385,24422,15475,3408,0.313356139,303.4156941
7427,2048,1809,256,8,1343,40644,24820,15354,2972,1.304155992,311.1957043
7428,8192,2687,64,4,1781,42302,24761,15382,933,0.985760475,373.8092712
7429,8192,3343,128,32,156,41763,25020,15616,3178,1.232024137,204.0878879
7430,1024,6672,256,8,157,40439,24536,15688,1139,0.475511278,308.1754478
7431,8192,6698,256,2,751,42240,24839,15922,2101,0.942416829,492.6022871
7432,4096,3982,64,8,1470,41156,24905,15342,2762,1.082485606,296.4730112
7433,2048,6513,64,4,1452,40245,25475,15585,981,0.893847632,391.8333945
7434,4096,3331,128,1,582,40573,24884,15335,823,1.400233104,672.0135532
7435,4096,4926,128,32,948,40876,24825,15676,4767,0.706924908,192.7525471
7436,16384,2673,64,32,250,44029,24979,15227,3512,1.617488132,199.0916179
7437,8192,7061,64,8,1175,42087,24948,15890,4284,2.30742104,299.1444361
7438,8192,8115,64,8,1506,42221,25006,15887,4837,1.632866779,299.9440874
7439,2048,1452,128,1,133,40462,25009,15243,2200,0.30963234,661.0444925
7440,4096,1960,128,32,1103,41001,24912,15133,1480,0.1,194.375052
7441,8192,5138,256,8,438,42107,24848,15887,4037,0.956653883,291.8602422
7442,4096,5095,128,2,622,40951,25147,15653,2758,0.836530691,492.8570053
7443,8192,5121,128,4,1422,41976,24976,15606,485,1.513459695,391.2354974
7444,4096,4828,128,8,1242,41352,24858,15617,2079,0.768713906,290.7336362
7445,2048,7714,256,32,1880,40469,25050,15886,2647,1.579804373,217.55354
7446,1024,3960,128,8,772,40174,24800,15459,4836,1.193986181,319.390206
7447,8192,6630,512,8,698,42392,24710,15962,3005,1.79540939,307.684158
7448,1024,2995,256,1,377,40400,24881,15598,3432,0.607436489,669.0714281
7449,16384,4101,256,8,941,43887,24781,15460,3217,1.550375632,292.1714941
7450,4096,8025,64,16,894,40873,25281,16114,3554,0.457334066,236.4726399
7451,4096,4711,128,1,615,40996,24866,15703,453,0.771960577,662.9977855
7452,4096,7495,64,16,224,41011,25032,15965,4725,1.509562803,244.9369432
7453,4096,954,256,16,568,40959,25000,15315,3170,1.074438955,239.6013313
7454,4096,4863,256,2,522,41254,24752,15598,781,0.807834576,492.8067475
7455,4096,3707,256,32,633,41199,24827,15397,2832,0.896504388,197.4808545
7456,4096,6142,512,32,1471,41182,24861,15706,3440,1.116474051,201.0051531
7457,2048,1748,128,32,923,40457,25039,15089,3157,0.983597489,215.1341388
7458,16384,7175,128,64,464,43864,25053,15731,4468,1.38888894,168.1867881
7459,4096,4728,128,8,1037,41397,24859,15341,490,0.834352737,288.268757
7460,4096,2292,64,32,141,40760,25073,15052,4434,1.74658484,211.365889
7461,4096,8113,256,2,1627,40887,24927,16175,3394,1.148195778,501.6475548
7462,4096,5717,64,16,1852,40772,24949,15837,2900,1.455616652,249.9924375
7463,8192,1046,64,16,929,41849,24860,14905,3880,0.640869615,236.9769519
7464,2048,3375,128,8,1914,40434,25042,15487,1910,1.344756081,312.5123839
7465,4096,1269,256,1,557,41179,25043,15039,4599,0.573424286,655.6242483
7466,8192,5157,64,2,1096,42067,24865,15678,881,0.713940114,492.0479028
7467,2048,7923,256,4,696,40857,24730,15927,2043,1.034772278,392.1175238
7468,1024,1676,128,16,1684,40236,24683,15229,2286,0.733046123,252.0982044
7469,4096,2565,256,8,1779,41148,24901,15425,3937,0.1,284.5872253
7470,1024,1835,64,16,1156,40016,24822,15312,1091,0.752597053,253.6953854
7471,2048,8185,512,16,449,40373,24583,16018,3456,1.309543427,256.3978152
7472,8192,5100,128,8,714,42199,24971,15669,3733,1.225402864,300.1411545
7473,8192,4847,128,16,1201,41746,25024,15738,3845,0.412749962,231.1310773
7474,16384,3869,128,8,1147,44138,25107,15483,4289,0.708064,296.2541013
7475,4096,4917,128,32,64,41041,24938,15455,1834,0.472648237,190.5418458
7476,4096,786,128,4,788,41317,24929,15123,4899,0.919026908,383.7578028
7477,8192,7811,256,8,601,42032,24830,16227,2110,1.496939624,299.3268082
7478,4096,646,256,64,545,41238,24892,15110,3747,1.570290854,184.4139798
7479,4096,6341,64,2,775,41096,25071,15704,4662,0.20271277,487.1670069
7480,1024,949,64,4,1144,40317,24777,14997,3980,1.487283688,402.9631274
7481,8192,2434,512,8,1978,42138,24825,15338,3370,0.829083993,290.6933137
7482,2048,2586,128,16,1511,40730,24918,15489,3171,1.411366522,264.5665269
7483,8192,5184,128,8,342,42110,25003,15823,3186,1.13135543,297.3517639
7484,4096,1503,128,16,235,40959,25030,15215,4785,1.06584353,245.1608807
7485,4096,6640,64,8,785,40871,24924,15867,4756,0.404750552,287.5598635
7486,8192,4981,128,8,1721,41555,24953,15519,4130,0.292640952,280.9293687
7487,4096,4680,512,8,792,41138,24679,15467,3126,0.705495805,299.3976524
7488,2048,7342,128,2,1014,40556,24939,15972,912,1.046054992,506.5870174
7489,8192,5454,64,8,1598,42443,25108,15696,4716,1.044460308,293.748216
7490,4096,7758,256,16,712,41216,24963,15752,3804,1.612717581,248.1768173
7491,4096,4732,128,32,1600,41349,24908,15705,1626,0.554002249,190.0631824
7492,4096,5911,256,8,871,41025,25002,15585,2901,0.413443663,288.5173082
7493,2048,7415,64,8,1074,40449,24924,16004,2723,1.393199567,313.13382
7494,2048,560,256,8,558,40433,24923,15237,3845,0.767409246,294.2135344
7495,16384,5675,256,16,1013,44453,24645,15718,3957,0.672153289,222.1571715
7496,2048,3063,128,8,1144,40534,24870,15234,4554,1.015461084,307.3968146
7497,4096,4336,128,16,1474,40789,24736,15548,4485,1.400257624,245.3336354
7498,8192,583,256,32,509,42002,24665,15101,1163,1.247018331,189.748069
7499,4096,8162,256,32,835,41390,24784,16038,3021,0.558039307,189.0905647
7500,2048,6000,256,16,1058,39859,24834,15741,4611,0.454972622,242.0440104
7501,4096,8108,256,2,1302,40941,24855,16135,1934,1.507206096,505.5305275
7502,4096,4609,512,4,172,41086,24726,15572,3345,0.473588553,374.0490955
7503,4096,7134,128,16,832,40742,24843,15906,1516,1.585369411,253.2309173
7504,8192,3074,128,16,889,42029,25012,15435,4368,0.419326501,220.8849398
7505,4096,7373,128,8,300,40872,24846,15664,959,0.250572793,288.2748232
7506,16384,1139,256,32,1419,44009,24796,14948,2980,1.282506533,187.7877571
7507,1024,5457,64,8,1021,40354,25173,15721,2008,1.025332591,317.7641784
7508,8192,7156,128,8,630,41844,24743,15860,845,0.515290168,285.9715348
7509,4096,4879,128,16,808,41168,24956,15665,767,1.649949551,251.2942566
7510,4096,7370,256,8,1163,41082,25157,16167,1694,0.65707393,290.8074623
7511,4096,7629,64,8,411,40906,25105,16022,2931,0.1,280.3368738
7512,2048,2966,256,8,884,40325,24840,15274,3837,0.510096066,294.8565422
7513,16384,1061,64,4,564,43782,24775,15218,4617,0.958858067,371.4548963
7514,2048,4169,128,4,1612,40490,24682,15582,1454,1.477980915,396.2087788
7515,16384,633,128,8,985,44203,24929,15177,2953,0.94716686,287.3870483
7516,2048,7606,64,16,634,40616,24948,15799,3438,0.518198643,237.5954936
7517,4096,5784,128,1,1828,41583,24812,15753,4386,0.789892871,665.9408948
7518,8192,8137,512,16,1112,41824,24648,16024,3160,1.037065238,236.2083731
7519,4096,7407,512,2,55,40873,24586,16225,548,1.43831779,502.2726838
7520,8192,6847,128,1,158,42257,25058,15795,680,1.381399245,662.668199
7521,4096,3953,128,8,393,41148,24915,15791,1461,0.848144588,296.1006883
7522,4096,6927,128,4,93,41280,24869,15815,4060,0.686012289,378.1448727
7523,4096,1764,512,4,192,40974,24876,15132,2227,0.910186268,379.2743056
7524,1024,3452,512,8,1308,39972,24655,15222,3591,0.976614301,312.310564
7525,8192,3545,64,8,1198,41970,25054,15328,924,0.1,287.1133247
7526,2048,3172,256,16,984,40477,24813,15491,406,0.761776878,241.3895485
7527,4096,5051,128,2,828,40943,25121,15762,3894,1.447805963,503.8164951
7528,4096,7879,64,8,1622,41292,25165,15879,2915,1.0744837,298.6407277
7529,4096,2764,256,16,70,40838,25121,15431,849,1.663541681,250.1969432
7530,8192,7130,128,8,1056,42245,25039,15786,2817,1.325750091,299.8553358
7531,4096,5864,64,32,415,40941,24885,15849,2227,1.382045229,201.3900055
7532,4096,6156,256,8,833,41226,25115,15763,817,0.53554556,298.278847
7533,8192,1080,256,8,1712,42210,24887,15028,2423,0.396125263,286.1127562
7534,4096,6447,256,16,1541,40894,25137,15835,2478,0.605230187,235.0814671
7535,2048,770,128,8,292,40256,24915,14857,4264,1.263125797,311.1071499
7536,4096,1407,256,1,351,41380,24610,15261,1128,1.158507661,665.6812553
7537,4096,1672,128,1,1206,41044,25095,15227,4551,0.917070193,664.1012515
7538,8192,7027,256,2,927,42435,24695,15660,3201,1.162503319,494.5207039
7539,4096,4079,128,4,753,41169,24946,15421,1774,1.668692929,392.9629158
7540,2048,7159,512,8,108,40683,24788,15820,519,0.916672596,308.293184
7541,8192,3024,128,4,785,42070,24992,15479,4344,0.966487429,369.8241028
7542,8192,7883,128,1,2043,41651,24687,15870,1974,0.230422038,648.5349802
7543,4096,7693,256,16,1050,40700,24926,15849,3732,0.169665562,229.9007023
7544,2048,6338,64,64,822,40486,24804,15747,2488,2.516088403,202.8956152
7545,4096,8016,128,8,474,40769,24997,16114,2763,2.195461273,321.1767886
